name,id,portal_name,street,street2,zipcode,city,state,county,country,lat,lon,type,description,url,phone,email,archived,status,activityName,activityCnt,role,contactNames,contactEmails,courses,sectionCnt,unitNames,unitCnt,externalId,programs
IU Health University Hospital,23f5858a-6f84-4f39-5008-656297ccff2c,Indianapolis,550 University Blvd,,46202,Indianapolis,IN,Marion County,US,39.775671,-86.17623,for-profit,,,,,False,approved,"['H356 Nursing Clinical', 'L430 Nursing Clinical']",1,"{""Identify areas of need"",""Set goals"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Manage the event or activity"",""Measure the impact of the activity on the community"",""Promote event to target populations"",""Provide access to data"",""Provide access to target populations"",""Provide information materials"",""Provide volunteer site or space"",""Supervise the activity"",""Supervise students""},{""Identify areas of need"",""Set goals"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Manage the event or activity"",""Measure the impact of the activity on the community"",""Promote event to target populations"",""Provide access to data"",""Provide access to target populations"",""Provide information materials"",""Provide volunteer site or space"",""Supervise the activity"",""Supervise students""}","[' ', ' ']","['', '']","['NURS-H356-All Sections', 'NURS-L430-All Sections']",1,"['School of Nursing', 'School of Nursing']",1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 4: Health Service Outcomes']"
IU Health West Medical Center,863b55a3-51a6-4c6d-6c20-89ebd910334d,Indianapolis,1111 Ronald Reagan Parkway,,46234.0,Indianapolis,IN,,US,39.743996,-86.33873,nonprofit,"Indiana University Health is Indiana's most comprehensive healthcare system and is one of only 38 hospitals in the U.S. to be ranked in eight or more specialties by U.S.News & World Report. A unique partnership with Indiana University School of Medicine, one of the nation's leading medical schools, gives patients access to innovative treatments and therapies. IU Health is comprised of hospitals, physicians and allied services dedicated to providing preeminent care throughout Indiana and beyond.",http://iuhealth.org/west/,,,False,approved,"['H356 Nursing Clinical', 'Health Sciences Internships']",1,"{""Identify areas of need"",""Set goals"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Manage the event or activity"",""Measure the impact of the activity on the community"",""Promote event to target populations"",""Provide access to data"",""Provide access to target populations"",""Provide funds for the activity"",""Provide information materials"",""Provide volunteer site or space"",""Supervise the activity"",""Supervise students""}, {""Identify areas of need"",""Set goals"",""Provide access to data"",""Provide access to target populations"",""Supervise students""}",[' '],[''],"['HLSC-H495-Fall 2024-Spring 2025'], ['NURS-H356-All Sections']",1,"['School of Health and Human Sciences'], ['School of Nursing']",1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 1: Workforce Development', 'IUI 2030 Strategic Plan Pillar 3, Goal 4: Health Service Outcomes']"
IU School of Medicine,a6c77621-1183-4cdd-6f52-2911bd44c262,Indianapolis,340 West 10th Street,,46202.0,Indianapolis,IN,Marion County,US,39.781506,-86.165095,nonprofit,"<p>If you are an undergraduate student and interested in a summer or short-term laboratory employment, we encourage you to contact the faculty mentor directly or go to IU Jobs for research job postings.</p>",https://medicine.iu.edu/research/training-programs,3172748175,medicine@iu.edu,False,approved,['Health Sciences Internships'],1,"{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Manage the event or activity"",""Supervise students""}",['Dr. Brittney-Shea Herbert'],['brherbert@iu.edu'],['HLSC-H495-Fall 2024-Spring 2025'],1,['School of Health and Human Sciences'],1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 1: Workforce Development']"
IU Student Outreach Clinic,eba70596-9c09-4d22-5014-e3d374745c14,Indianapolis,3102 E. 10th St.,,46201,Indianapolis,IN,Marion,US,39.781554,-86.111978,education: k-12,"The IU Student Outreach Clinic is a free clinic run out of the Neighborhood Fellowship Church on IndianapolisÕs near east side.    The Student Outreach Clinic (SOC) $100,000 Gannett Foundation grant awarded by A Community Thrives, a USA Today Network initiative to provide expanded services has allowed SOC to serve more than102 patients, ranging from ages 22-88 years.",http://soc.medicine.iu.edu/,(317) 274-4556,,False,approved,['Nursing Clinical Experiences: Community-Based'],1,"{""Co-educate students"",""Discuss how to work together"",""Manage the event or activity"",""Provide access to target populations"",""Provide volunteer site or space""}",[' '],[''],,1,['School of Nursing'],1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 4: Health Service Outcomes']"
IUPUI Health Services,8d473088-c09a-4218-46ce-247a95945640,Indianapolis,1140 W. Michigan St.,,46202,Indianapolis,IN,Marion,US,39.775376,-86.180662,education: k-12,"IUPUI Health Services assists students in the following areas: general health, women 's health, sexual health, immunizations, TB testing, and travel medicine",http://health.iupui.edu/,,,False,approved,['Hepatitis C ECHO (Extension for Community Health Outcomes)'],1,"{""Identify areas of need""}",['NA NA'],['NA@email.com'],,1,"['Richard M. Fairbanks School of Public Health', 'School of Nursing']",1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 4: Health Service Outcomes']"
Indiana Department of Corrections,85094b06-e536-43eb-6243-4b45840c587a,Indianapolis,302 W Washington St,,46204,Indianapolis,IN,,US,39.767681,-86.165195,government,"We promote public safety by providing meaningful, effective opportunities for successful re-entry.",http://www.in.gov/idoc/,,,False,approved,['Social Needs Screening for Department of Corrections'],1,{Co-investigator},[' '],[''],,1,['Richard M. Fairbanks School of Public Health'],1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 4: Health Service Outcomes']"
Indiana Family and Social Services Administration,036800a4-1b66-40f6-652c-139f8edc5ad5,Indianapolis,402 W. Washington St.,,46204,Indianapolis,IN,,US,39.767569,-86.166015,government,"The Indiana Family and Social Services Administration (FSSA) was established to consolidate and better integrate the delivery of human services by state Government. FSSA is dedicated to helping Hoosiers live productive, safe and healthy lives.",http://www.in.gov/fssa/,,,False,approved,"['Alcohol, Tobacco, and other Drug Policy Scan and Guidance', 'Strengthening Indiana Families']",1,"{""Identify areas of need"",""Set goals"",""Negotiate costs and logistics"",""Identify expected measures, benefits, or outcomes"",""Discuss how to work together"",""Evaluate or provide feedback on the process or relationship of the partners"",""Provide access to data"",""Provide access to target populations"",""Provide information materials""},{Co-investigator,""Provide funds for the activity""}","[' ', ' ']","['', '']",,1,"['School of Social Work', 'Richard M. Fairbanks School of Public Health']",1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 4: Health Service Outcomes']"
Indiana Hemophilia and Thrombosis Center,210f078b-5e37-4d0c-666a-eb7fe80ae525,Indianapolis,8326 Naab Rd,,46260,Indianapolis,18,Marion,US,39.907226,-86.200466,nonprofit,"Innovative Hematology, Inc. (IHI), a non-profit organization, treats blood disorders every day. IHI is a certified medical home that provides excellent patient-centered health care. 
 Innovative Hematology is home to the  Indiana Hemophilia and Thrombosis Center  (also known as the IHTC, a non-profit organization). IHTC is one of the nation's top federally recognized hemophilia treatment centers. IHTC treats:",https://www.innovativehematology.org/,,,False,approved,['Indiana Sickle Cell Data Collection Program; Component A'],1,{Co-investigator},['Brandon Hardesty'],['bhardesty@ihtc.org'],,1,['Richard M. Fairbanks School of Public Health'],1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 4: Health Service Outcomes']"
Indiana Historical Bureau,a0cf1208-dad0-4ac3-55d3-9ccdccc73ef2,Indianapolis,"140 North Senate Avenue, Room 130",,46204.0,Indianapolis,IN,Marion County,US,39.769674,-86.164158,government,"The Indiana Historical Bureau provides publications, programs, and other opportunities for Indiana citizens of all ages to learn and teach about the history of their communities, the state of Indiana, and their relationships to the nation and the world. The Indiana Historical Bureau also  administers the Indiana Historical Marker Program.",https://www.in.gov/history/aboutus.htm,(317) 232-2535,IHB@history.IN.gov,False,approved,['Central Indiana Wikipedia Partnership'],1,"{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Discuss how to work together"",""Promote event to target populations"",""Provide access to data""}",[' '],[''],,1,['IU Indianapolis University Library'],1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 1: Workforce Development']"
Indiana Historical Society,cda0705b-0cd4-4009-4c04-dd8a5b905148,Indianapolis,450 W Ohio St,,46202.0,Indianapolis,IN,Marion County,US,39.770388,-86.165931,nonprofit,"<p>Since 1830, the Indiana Historical Society has been Indiana's StorytellerTM, connecting people to the past by collecting, preserving and sharing the state's history. A private, Nonprofit membership organization, IHS maintains the nation's premier research library and archives on the history of Indiana and the Old Northwest and presents a unique set of visitor experiences called the Indiana Experience. IHS also provides support and assistance to local museums and historical groups; publishes books and periodicals; sponsors teacher workshops; produces and hosts art exhibitions, museum theater and outside performance groups; and provides youth, adult and family programming.</p>",http://www.indianahistory.org/,(317) 232-1882,programs@indianahistory.org,False,approved,['Central Indiana Wikipedia Partnership'],1,"{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Discuss how to work together"",""Promote event to target populations"",""Provide access to data"",""Provide access to target populations""}",[' '],[''],,1,['IU Indianapolis University Library'],1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 1: Workforce Development']"
Indiana House Democratic Caucus,2d959480-ed59-48d2-57af-6cf18c566b2e,Indianapolis,200 W. Washington St.,,46204.0,Indianapolis,IN,Marion County,US,39.768692,-86.162389,government,"<p>Interns work alongside state representatives and staff at the Indiana Statehouse during a session of the Indiana General Assembly. Specific responsibilities vary by position, but all interns are expected to have excellent writing and communication skills, organizational skills, time management skills and a professional attitude. Departments seeking interns include Legislative and Constituent Services, Communications, Policy, Fiscal and Black Legislative Caucus. 1. For the upcoming 2023 Legislative Session internship, the program will begin with an orientation week in the last week of December 2022 and lasts through the first week of May 2023. Applications are due by 11:59 p.m. ET on October 31, 2022. Applications received by 11:59 p.m. ET on October 15, 2022, will receive priority consideration. 1. Interns are paid $800 biweekly before tax withholding. In addition, one Indiana House Democratic Caucus intern will be selected to receive a $3,000 scholarship sponsored by Verizon Communications, Inc.</p>",https://www.cognitoforms.com/IndianaHouseOfRepresentatives/_2023IndianaHouseDemocraticInternship,1-800-382-9842,,False,approved,['Health Sciences Internships'],1,"{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Manage the event or activity"",""Supervise students""}",['Lauren Coon'],['housedem.internship@iga.in.gov'],['HLSC-H495-Fall 2024-Spring 2025'],1,['School of Health and Human Sciences'],1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 1: Workforce Development']"
Indiana House of Representatives Republican Caucus,6fae3d96-e88c-49d3-6ef7-275d98328e0d,Indianapolis, 200 W. Washington St,,46204.0,Indianapolis,IN,Marion County,US,39.768692,-86.162389,government,"<p>This internship is a unique opportunity to gain practical knowledge of state government through active participation in the legislative process. Working closely with legislators, interns develop professional skills while strengthening their political knowledge. The experiences gained while interning with the House Republican Caucus will benefit students’ academic growth. During the legislative session, House Republican interns are a part of a governing body that produces laws and shapes public policy for Indiana's 6 million residents. The application deadline for the 2023 internship is October first. It is paid internship -$800 biweekly</p>",https://www.indianahouserepublicans.com/2023-house-republican-internship-program,1.800.382.9841,,False,approved,['Health Sciences Internships'],1,"{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Manage the event or activity"",""Supervise students""}",['Bethany Schrock'],['Bethany.schrock@iga.in.gov'],['HLSC-H495-Fall 2024-Spring 2025'],1,['School of Health and Human Sciences'],1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 1: Workforce Development']"
